20151127,164.88,164.88,162.83,164.84
20151130,164.69,164.75,162.61,162.73
20151201,162.99,163.98,161.17,162.34
20151202,162.21,163.22,157.09,157.93
20151203,158.10,159.23,153.25,154.78
20151204,155.06,156.33,154.18,155.83
20151207,155.68,156.90,150.62,151.22
20151208,150.61,153.08,149.00,149.88
20151209,149.75,156.26,149.65,153.21
20151210,153.17,154.23,150.33,151.76
20151211,149.22,150.83,147.79,148.85
20151214,148.73,150.35,145.89,147.61
20151215,148.35,164.25,144.73,156.17
20151216,159.00,162.00,157.01,160.82
20151217,161.13,161.90,153.00,153.07
20151218,151.20,153.27,149.41,149.57
20151221,150.81,151.49,148.25,149.65
20151222,150.11,150.49,147.28,147.83
20151223,148.43,150.05,146.56,149.06
20151224,148.28,150.32,148.27,149.13
20151228,148.44,150.92,148.14,150.55
20151229,151.73,153.00,151.29,152.20
20151230,152.20,153.07,151.18,151.40
20151231,151.26,151.94,150.45,150.51
20160104,149.25,154.48,147.51,152.24
20160105,152.35,153.79,149.89,151.20
20160106,149.68,150.05,145.78,147.20
20160107,144.80,149.46,143.13,148.83
20160108,149.03,149.44,144.87,145.56
20160111,146.13,148.12,145.06,147.05
20160112,147.52,148.97,145.74,148.07
20160113,148.34,148.89,141.76,142.16
20160114,142.18,143.00,139.16,141.32
20160115,138.03,144.71,137.66,144.29
20160119,145.09,146.44,142.90,144.62
20160120,142.58,145.11,139.41,143.39
20160121,143.24,146.39,142.27,143.80
20160122,144.94,145.85,142.59,144.43
20160125,144.99,146.33,143.24,144.72
20160126,145.44,152.71,144.76,151.47
20160127,151.15,154.06,150.18,151.52
20160128,152.96,153.70,145.67,148.56
20160129,149.87,152.23,148.18,152.05
20160201,151.70,156.34,150.68,154.89
20160202,154.38,154.94,150.67,151.86
20160203,151.58,152.95,146.02,147.94
20160204,147.46,148.44,145.48,147.85
20160205,147.54,147.96,143.44,143.94
20160208,142.77,143.10,136.06,141.45
20160209,141.15,143.64,139.13,141.50
20160210,141.13,143.50,138.41,138.57
20160211,137.04,142.77,131.59,138.41
20160212,139.54,141.40,137.19,140.77
20160216,142.04,148.97,141.18,146.00
20160217,147.17,149.01,142.99,143.41
20160218,142.35,144.84,140.56,143.32
20160219,143.52,145.09,141.35,143.63
20160222,145.25,148.47,145.03,147.87
20160223,148.44,151.34,147.37,147.55
20160224,147.34,150.62,145.47,150.42
20160225,150.80,151.49,147.05,150.08
20160226,150.60,151.38,148.41,150.05
20160229,150.00,151.06,148.38,148.44
20160301,149.92,153.54,149.29,153.35
20160302,152.44,153.82,151.32,152.17
20160303,151.34,154.20,149.87,153.88
20160304,154.07,154.27,151.17,152.37
20160307,151.37,152.87,150.38,151.52
20160308,150.59,152.65,149.17,149.68
20160309,150.98,154.09,149.75,153.77
20160310,153.80,156.29,153.54,156.15
20160311,156.84,159.16,155.97,158.57
20160314,157.53,160.14,157.35,159.34
20160315,158.33,160.12,157.35,158.58
20160316,158.46,160.16,157.02,158.96
20160317,157.78,158.84,156.30,157.94
20160318,158.27,158.50,156.66,157.47
20160321,157.48,158.75,157.38,158.61
20160322,157.98,159.27,157.47,158.19
20160323,158.23,161.92,157.53,161.09
20160324,160.99,162.04,159.95,161.82
20160328,161.43,162.88,159.39,161.76
20160329,161.59,163.08,160.43,163.03
20160330,162.36,165.99,162.36,163.79
20160331,162.48,162.71,160.25,160.34
20160401,160.41,160.98,159.33,160.42
20160404,161.21,164.14,157.56,159.23
20160405,158.50,160.90,158.10,160.47
20160406,160.90,161.07,158.18,159.88
20160407,158.86,159.53,155.13,155.83
20160408,157.00,157.29,155.00,156.11
20160411,156.25,157.28,154.75,154.77
20160412,154.66,156.60,153.50,156.50
20160413,157.68,160.90,157.46,160.49
20160414,160.23,161.51,159.75,160.94
20160415,161.02,162.02,160.02,161.19
20160418,160.38,163.29,159.27,160.94
20160419,161.87,162.72,160.30,160.79
20160420,161.02,161.34,158.39,158.39
20160421,158.40,158.83,156.38,157.13
20160422,157.38,158.96,155.18,158.40
20160425,157.59,158.31,155.63,157.39
20160426,157.89,158.76,156.19,158.28
20160427,158.07,160.07,156.95,159.27
20160428,157.58,158.43,155.43,155.87
20160429,155.98,156.50,154.14,156.10
20160502,156.34,156.76,152.69,155.46
20160503,155.23,156.97,153.91,156.01
20160504,154.26,156.30,153.69,155.84
20160505,152.99,153.11,148.20,148.74
20160506,150.15,151.06,147.26,150.52
20160509,150.00,152.06,149.41,151.53
20160510,152.39,153.58,151.37,152.29
20160511,151.74,152.17,148.06,148.13
20160512,148.99,151.03,147.99,150.00
20160513,149.57,150.01,145.19,145.56
20160516,145.55,148.61,145.45,148.14
20160517,146.93,146.93,143.31,144.08
20160518,144.01,145.49,141.88,143.81
20160519,134.12,144.22,132.98,143.54
20160520,143.36,147.16,142.78,146.39
20160523,145.58,147.50,145.10,145.87
20160524,144.90,149.95,144.90,149.34
20160525,149.28,154.34,148.79,153.53
20160526,154.55,156.79,153.50,156.66
20160527,156.81,157.76,155.90,156.31
20160531,156.99,156.99,153.71,153.84
20160601,153.84,153.89,151.93,153.34
20160602,151.39,153.16,150.58,152.15
20160603,151.67,152.67,149.73,150.71
20160606,150.71,150.72,148.51,150.24
20160607,150.32,152.06,149.45,151.71
20160608,151.50,154.19,151.48,153.52
20160609,153.89,157.46,153.89,156.78
20160610,154.90,155.64,152.70,153.02
20160613,152.49,155.07,152.49,152.55
20160614,152.75,153.59,151.10,152.63
20160615,152.88,155.18,152.68,153.64
20160616,152.41,154.22,151.74,153.94
20160617,153.57,155.00,152.41,154.55
20160620,155.74,157.27,155.34,155.58
20160621,155.56,156.31,153.89,154.44
20160622,154.57,155.25,153.09,153.16
20160623,154.44,155.11,153.71,154.93
20160624,151.00,155.97,150.92,154.52
20160627,153.74,155.70,152.20,153.78
20160628,154.87,157.16,154.28,156.98
20160629,158.03,161.78,158.03,161.01
20160630,161.02,161.70,159.50,161.63
20160701,162.16,164.70,161.78,164.33
20160705,162.46,163.64,160.32,161.19
20160706,161.06,161.94,160.40,161.45
20160707,161.54,162.61,160.05,161.13
20160708,162.29,165.26,161.68,164.85
20160711,164.85,166.32,163.58,163.69
20160712,164.50,164.92,162.55,163.55
20160713,164.15,164.73,160.54,162.91
20160714,163.46,165.46,162.44,164.96
20160715,165.45,165.79,164.39,164.59
20160718,164.92,164.92,163.95,164.40
20160719,163.17,163.77,161.66,163.70
20160720,164.61,164.61,163.42,163.75
20160721,163.49,164.36,162.99,164.09
20160722,164.71,166.23,164.20,166.03
20160725,165.99,166.77,165.38,166.67
20160726,166.94,168.12,165.67,166.23
20160727,167.02,167.66,164.47,164.73
20160728,164.67,172.87,164.41,170.34
20160729,170.00,170.29,168.50,169.86
20160801,169.26,169.57,168.07,168.50
20160802,168.17,168.48,165.35,166.61
20160803,166.44,168.66,164.99,168.65
20160804,168.38,170.38,168.31,170.18
20160805,170.50,171.95,170.20,170.49
20160808,170.49,171.31,168.75,168.88
20160809,168.75,169.56,166.29,166.50
20160810,166.57,167.48,165.57,166.65
20160811,167.80,170.42,166.66,166.71
20160812,166.09,166.50,163.49,166.00
